0	0	0
7.5	0	0
15	0	0
22.5	0	0
30	0	0
37.5	0	0
45	0	0
52.5	0	0
60	0	0
67.5	0	0
75	0	0
82.5	0	0
90	0	0
97.5	0	0
105	0	0
112.5	0	0
120	0	0
127.5	0	0
135	0	0
142.5	0	0
150	0	0
157.5	0	0
165	0	0
172.5	0	0
180	0	0
187.5	0	0
195	0	0
202.5	0	0
210	0	0
217.5	0	0
225	0	0
232.5	0	0
240	0	0
247.5	0	0
255	0	0
262.5	0	0
270	0	0
277.5	0	0
285	0	0
292.5	0	0
300	0	0
307.5	0	0
315	0	0
322.5	0	0
330	0	0
337.5	0	0
345	0	0
352.5	0	0
360	0	0
367.5	0	0
375	0	0
382.5	0	0
390	0	0
397.5	0	0
405	0	0
412.5	0	0
420	0	0
427.5	0	0
435	0	0
442.5	0	0
450	0	0
457.5	0	0
465	0	0
472.5	0	0
480	0	0
487.5	0	0
495	0	0
502.5	0	0
510	0	0
517.5	0	0
525	0	0
532.5	0	0
540	0	0
547.5	0	0
555	0	0
562.5	0	0
570	0	0
577.5	0	0
585	0	0
592.5	0	0
600	0	0
607.5	0	0
615	0	0
622.5	0	0
630	0	0
637.5	0	0
645	0	0
652.5	0	0
660	0	0
667.5	0	0
675	0	0
682.5	0	0
690	0	0
697.5	0	0
705	0	0
712.5	0	0
720	0	0
727.5	0	0
735	0	0
742.5	0	0
750	0	0
757.5	0	0
765	0	0
772.5	0	0
780	0	0
787.5	0	0
795	0	0
802.5	0	0
810	0	0
817.5	0	0
825	0	0
832.5	0	0
840	0	0
847.5	0	0
855	0	0
862.5	0	0
870	0	0
877.5	0	0
885	0	0
892.5	0	0
900	0	0
907.5	0	0
915	0	0
922.5	0	0
930	0	0
937.5	0	0
945	0	0
952.5	0	0
960	0	0
967.5	0	0
975	0	0
982.5	0	0
990	0	0
997.5	0	0
1005	0	0
1012.5	0	0
1020	0	0
1027.5	0	0
1035	0	0
1042.5	0	0
1050	0	0
1057.5	0	0
1065	0	0
1072.5	0	0
1080	0	0
1087.5	0	0
1095	0	0
1102.5	0	0
1110	0	0
1117.5	0	0
1125	0	0
1132.5	0	0
1140	0	0
1147.5	0	0
1155	0	0
1162.5	0	0
1170	0	0
1177.5	0	0
1185	0	0
1192.5	0	0
1200	0	0
1207.5	0	0
1215	0	0
1222.5	0	0
1230	0	0
1237.5	0	0
1245	0	0
1252.5	0	0
1260	0	0
1267.5	0	0
1275	0	0
1282.5	0	0
1290	0	0
1297.5	0	0
1305	0	0
1312.5	0	0
1320	0	0
1327.5	0	0
1335	0	0
1342.5	0	0
1350	0	0
1357.5	0	0
1365	0	0
1372.5	0	0
1380	0	0
1387.5	0	0
1395	0	0
1402.5	0	0
1410	0	0
1417.5	0	0
1425	0	0
1432.5	0	0
1440	0	0
1447.5	0	0
1455	0	0
1462.5	0	0
1470	0	0
1477.5	0	0
1485	0	0
1492.5	0	0
1500	0	0
1507.5	0	0
1515	0	0
1522.5	0	0
1530	0	0
1537.5	0	0
1545	0	0
1552.5	0	0
1560	0	0
1567.5	0	0
1575	0	0
1582.5	0	0
1590	0	0
1597.5	0	0
1605	0	0
1612.5	0	0
1620	0	0
1627.5	0	0
1635	0	0
1642.5	0	0
1650	0	0
1657.5	0	0
1665	0	0
1672.5	0	0
1680	0	0
1687.5	0	0
1695	0	0
1702.5	0	0
1710	0	0
1717.5	0	0
1725	0	0
1732.5	0	0
1740	0	0
1747.5	0	0
1755	0	0
1762.5	0	0
1770	0	0
1777.5	0	0
1785	0	0
1792.5	0	0
1800	0	0
1807.5	0	0
1815	0	0
1822.5	0	0
1830	0	0
1837.5	0	0
1845	0	0
1852.5	0	0
1860	0	0
1867.5	0	0
1875	0	0
1882.5	0	0
1890	0	0
1897.5	0	0
1905	0	0
1912.5	0	0
1920	0	0
1927.5	0	0
1935	0	0
1942.5	0	0
1950	0	0
1957.5	0	0
1965	0	0
1972.5	0	0
1980	0	0
1987.5	0	0
1995	0	0
2002.5	0	0
0	7.5	0
7.5	7.5	0
15	7.5	0
22.5	7.5	0
30	7.5	0
37.5	7.5	0
45	7.5	0
52.5	7.5	0
60	7.5	0
67.5	7.5	0
75	7.5	0
82.5	7.5	0
90	7.5	0
97.5	7.5	0
105	7.5	0
112.5	7.5	0
120	7.5	0
127.5	7.5	0
135	7.5	0
142.5	7.5	0
150	7.5	0
157.5	7.5	0
165	7.5	0
172.5	7.5	0
180	7.5	0
187.5	7.5	0
195	7.5	0
202.5	7.5	0
210	7.5	0
217.5	7.5	0
225	7.5	0
232.5	7.5	0
240	7.5	0
247.5	7.5	0
255	7.5	0
262.5	7.5	0
270	7.5	0
277.5	7.5	0
285	7.5	0
292.5	7.5	0
300	7.5	0
307.5	7.5	0
315	7.5	0
322.5	7.5	0
330	7.5	0
337.5	7.5	0
345	7.5	0
352.5	7.5	0
360	7.5	0
367.5	7.5	0
375	7.5	0
382.5	7.5	0
390	7.5	0
397.5	7.5	0
405	7.5	0
412.5	7.5	0
420	7.5	0
427.5	7.5	0
435	7.5	0
442.5	7.5	0
450	7.5	0
457.5	7.5	0
465	7.5	0
472.5	7.5	0
480	7.5	0
487.5	7.5	0
495	7.5	0
502.5	7.5	0
510	7.5	0
517.5	7.5	0
525	7.5	0
532.5	7.5	0
540	7.5	0
547.5	7.5	0
555	7.5	0
562.5	7.5	0
570	7.5	0
577.5	7.5	0
585	7.5	0
592.5	7.5	0
600	7.5	0
607.5	7.5	0
615	7.5	0
622.5	7.5	0
630	7.5	0
637.5	7.5	0
645	7.5	0
652.5	7.5	0
660	7.5	0
667.5	7.5	0
675	7.5	0
682.5	7.5	0
690	7.5	0
697.5	7.5	0
705	7.5	0
712.5	7.5	0
720	7.5	0
727.5	7.5	0
735	7.5	0
742.5	7.5	0
750	7.5	0
757.5	7.5	0
765	7.5	0
772.5	7.5	0
780	7.5	0
787.5	7.5	0
795	7.5	0
802.5	7.5	0
810	7.5	0
817.5	7.5	0
825	7.5	0
832.5	7.5	0
840	7.5	0
847.5	7.5	0
855	7.5	0
862.5	7.5	0
870	7.5	0
877.5	7.5	0
885	7.5	0
892.5	7.5	0
900	7.5	0
907.5	7.5	0
915	7.5	0
922.5	7.5	0
930	7.5	0
937.5	7.5	0
945	7.5	0
952.5	7.5	0
960	7.5	0
967.5	7.5	0
975	7.5	0
982.5	7.5	0
990	7.5	0
997.5	7.5	0
1005	7.5	0
1012.5	7.5	0
1020	7.5	0
1027.5	7.5	0
1035	7.5	0
1042.5	7.5	0
1050	7.5	0
1057.5	7.5	0
1065	7.5	0
1072.5	7.5	0
1080	7.5	0
1087.5	7.5	0
1095	7.5	0
1102.5	7.5	0
1110	7.5	0
1117.5	7.5	0
1125	7.5	0
1132.5	7.5	0
1140	7.5	0
1147.5	7.5	0
1155	7.5	0
1162.5	7.5	0
1170	7.5	0
1177.5	7.5	0
1185	7.5	0
1192.5	7.5	0
1200	7.5	0
1207.5	7.5	0
1215	7.5	0
1222.5	7.5	0
1230	7.5	0
1237.5	7.5	0
1245	7.5	0
1252.5	7.5	0
1260	7.5	0
1267.5	7.5	0
1275	7.5	0
1282.5	7.5	0
1290	7.5	0
1297.5	7.5	0
1305	7.5	0
1312.5	7.5	0
1320	7.5	0
1327.5	7.5	0
1335	7.5	0
1342.5	7.5	0
1350	7.5	0
1357.5	7.5	0
1365	7.5	0
1372.5	7.5	0
1380	7.5	0
1387.5	7.5	0
1395	7.5	0
1402.5	7.5	0
1410	7.5	0
1417.5	7.5	0
1425	7.5	0
1432.5	7.5	0
1440	7.5	0
1447.5	7.5	0
1455	7.5	0
1462.5	7.5	0
1470	7.5	0
1477.5	7.5	0
1485	7.5	0
1492.5	7.5	0
1500	7.5	0
1507.5	7.5	0
1515	7.5	0
1522.5	7.5	0
1530	7.5	0
1537.5	7.5	0
1545	7.5	0
1552.5	7.5	0
1560	7.5	0
1567.5	7.5	0
1575	7.5	0
1582.5	7.5	0
1590	7.5	0
1597.5	7.5	0
1605	7.5	0
1612.5	7.5	0
1620	7.5	0
1627.5	7.5	0
1635	7.5	0
1642.5	7.5	0
1650	7.5	0
1657.5	7.5	0
1665	7.5	0
1672.5	7.5	0
1680	7.5	0
1687.5	7.5	0
1695	7.5	0
1702.5	7.5	0
1710	7.5	0
1717.5	7.5	0
1725	7.5	0
1732.5	7.5	0
1740	7.5	0
1747.5	7.5	0
1755	7.5	0
1762.5	7.5	0
1770	7.5	0
1777.5	7.5	0
1785	7.5	0
1792.5	7.5	0
1800	7.5	0
1807.5	7.5	0
1815	7.5	0
1822.5	7.5	0
1830	7.5	0
1837.5	7.5	0
1845	7.5	0
1852.5	7.5	0
1860	7.5	0
1867.5	7.5	0
1875	7.5	0
1882.5	7.5	0
1890	7.5	0
1897.5	7.5	0
1905	7.5	0
1912.5	7.5	0
1920	7.5	0
1927.5	7.5	0
1935	7.5	0
1942.5	7.5	0
1950	7.5	0
1957.5	7.5	0
1965	7.5	0
1972.5	7.5	0
1980	7.5	0
1987.5	7.5	0
1995	7.5	0
2002.5	7.5	0
0	15	0
7.5	15	0
15	15	0
22.5	15	0
30	15	0
37.5	15	0
45	15	0
52.5	15	0
60	15	0
67.5	15	0
75	15	0
82.5	15	0
90	15	0
97.5	15	0
105	15	0
112.5	15	0
120	15	0
127.5	15	0
135	15	0
142.5	15	0
150	15	0
157.5	15	0
165	15	0
172.5	15	0
180	15	0
187.5	15	0
195	15	0
202.5	15	0
210	15	0
217.5	15	0
225	15	0
232.5	15	0
240	15	0
247.5	15	0
255	15	0
262.5	15	0
270	15	0
277.5	15	0
285	15	0
292.5	15	0
300	15	0
307.5	15	0
315	15	0
322.5	15	0
330	15	0
337.5	15	0
345	15	0
352.5	15	0
360	15	0
367.5	15	0
375	15	0
382.5	15	0
390	15	0
397.5	15	0
405	15	0
412.5	15	0
420	15	0
427.5	15	0
435	15	0
442.5	15	0
450	15	0
457.5	15	0
465	15	0
472.5	15	0
480	15	0
487.5	15	0
495	15	0
502.5	15	0
510	15	0
517.5	15	0
525	15	0
532.5	15	0
540	15	0
547.5	15	0
555	15	0
562.5	15	0
570	15	0
577.5	15	0
585	15	0
592.5	15	0
600	15	0
607.5	15	0
615	15	0
622.5	15	0
630	15	0
637.5	15	0
645	15	0
652.5	15	0
660	15	0
667.5	15	0
675	15	0
682.5	15	0
690	15	0
697.5	15	0
705	15	0
712.5	15	0
720	15	0
727.5	15	0
735	15	0
742.5	15	0
750	15	0
757.5	15	0
765	15	0
772.5	15	0
780	15	0
787.5	15	0
795	15	0
802.5	15	0
810	15	0
817.5	15	0
825	15	0
832.5	15	0
840	15	0
847.5	15	0
855	15	0
862.5	15	0
870	15	0
877.5	15	0
885	15	0
892.5	15	0
900	15	0
907.5	15	0
915	15	0
922.5	15	0
930	15	0
937.5	15	0
945	15	0
952.5	15	0
960	15	0
967.5	15	0
975	15	0
982.5	15	0
990	15	0
997.5	15	0
1005	15	0
1012.5	15	0
1020	15	0
1027.5	15	0
1035	15	0
1042.5	15	0
1050	15	0
1057.5	15	0
1065	15	0
1072.5	15	0
1080	15	0
1087.5	15	0
1095	15	0
1102.5	15	0
1110	15	0
1117.5	15	0
1125	15	0
1132.5	15	0
1140	15	0
1147.5	15	0
1155	15	0
1162.5	15	0
1170	15	0
1177.5	15	0
1185	15	0
1192.5	15	0
1200	15	0
1207.5	15	0
1215	15	0
1222.5	15	0
1230	15	0
1237.5	15	0
1245	15	0
1252.5	15	0
1260	15	0
1267.5	15	0
1275	15	0
1282.5	15	0
1290	15	0
1297.5	15	0
1305	15	0
1312.5	15	0
1320	15	0
1327.5	15	0
1335	15	0
1342.5	15	0
1350	15	0
1357.5	15	0
1365	15	0
1372.5	15	0
1380	15	0
1387.5	15	0
1395	15	0
1402.5	15	0
1410	15	0
1417.5	15	0
1425	15	0
1432.5	15	0
1440	15	0
1447.5	15	0
1455	15	0
1462.5	15	0
1470	15	0
1477.5	15	0
1485	15	0
1492.5	15	0
1500	15	0
1507.5	15	0
1515	15	0
1522.5	15	0
1530	15	0
1537.5	15	0
1545	15	0
1552.5	15	0
1560	15	0
1567.5	15	0
1575	15	0
1582.5	15	0
1590	15	0
1597.5	15	0
1605	15	0
1612.5	15	0
1620	15	0
1627.5	15	0
1635	15	0
1642.5	15	0
1650	15	0
1657.5	15	0
1665	15	0
1672.5	15	0
1680	15	0
1687.5	15	0
1695	15	0
1702.5	15	0
1710	15	0
1717.5	15	0
1725	15	0
1732.5	15	0
1740	15	0
1747.5	15	0
1755	15	0
1762.5	15	0
1770	15	0
1777.5	15	0
1785	15	0
1792.5	15	0
1800	15	0
1807.5	15	0
1815	15	0
1822.5	15	0
1830	15	0
1837.5	15	0
1845	15	0
1852.5	15	0
1860	15	0
1867.5	15	0
1875	15	0
1882.5	15	0
1890	15	0
1897.5	15	0
1905	15	0
1912.5	15	0
1920	15	0
1927.5	15	0
1935	15	0
1942.5	15	0
1950	15	0
1957.5	15	0
1965	15	0
1972.5	15	0
1980	15	0
1987.5	15	0
1995	15	0
2002.5	15	0
0	22.5	0
7.5	22.5	0
15	22.5	0
22.5	22.5	0
30	22.5	0
37.5	22.5	0
45	22.5	0
52.5	22.5	0
60	22.5	0
67.5	22.5	0
75	22.5	0
82.5	22.5	0
90	22.5	0
97.5	22.5	0
105	22.5	0
112.5	22.5	0
120	22.5	0
127.5	22.5	0
135	22.5	0
142.5	22.5	0
150	22.5	0
157.5	22.5	0
165	22.5	0
172.5	22.5	0
180	22.5	0
187.5	22.5	0
195	22.5	0
202.5	22.5	0
210	22.5	0
217.5	22.5	0
225	22.5	0
232.5	22.5	0
240	22.5	0
247.5	22.5	0
255	22.5	0
262.5	22.5	0
270	22.5	0
277.5	22.5	0
285	22.5	0
292.5	22.5	0
300	22.5	0
307.5	22.5	0
315	22.5	0
322.5	22.5	0
330	22.5	0
337.5	22.5	0
345	22.5	0
352.5	22.5	0
360	22.5	0
367.5	22.5	0
375	22.5	0
382.5	22.5	0
390	22.5	0
397.5	22.5	0
405	22.5	0
412.5	22.5	0
420	22.5	0
427.5	22.5	0
435	22.5	0
442.5	22.5	0
450	22.5	0
457.5	22.5	0
465	22.5	0
472.5	22.5	0
480	22.5	0
487.5	22.5	0
495	22.5	0
502.5	22.5	0
510	22.5	0
517.5	22.5	0
525	22.5	0
532.5	22.5	0
540	22.5	0
547.5	22.5	0
555	22.5	0
562.5	22.5	0
570	22.5	0
577.5	22.5	0
585	22.5	0
592.5	22.5	0
600	22.5	0
607.5	22.5	0
615	22.5	0
622.5	22.5	0
630	22.5	0
637.5	22.5	0
645	22.5	0
652.5	22.5	0
660	22.5	0
667.5	22.5	0
675	22.5	0
682.5	22.5	0
690	22.5	0
697.5	22.5	0
705	22.5	0
712.5	22.5	0
720	22.5	0
727.5	22.5	0
735	22.5	0
742.5	22.5	0
750	22.5	0
757.5	22.5	0
765	22.5	0
772.5	22.5	0
780	22.5	0
787.5	22.5	0
795	22.5	0
802.5	22.5	0
810	22.5	0
817.5	22.5	0
825	22.5	0
832.5	22.5	0
840	22.5	0
847.5	22.5	0
855	22.5	0
862.5	22.5	0
870	22.5	0
877.5	22.5	0
885	22.5	0
892.5	22.5	0
900	22.5	0
907.5	22.5	0
915	22.5	0
922.5	22.5	0
930	22.5	0
937.5	22.5	0
945	22.5	0
952.5	22.5	0
960	22.5	0
967.5	22.5	0
975	22.5	0
982.5	22.5	0
990	22.5	0
997.5	22.5	0
1005	22.5	0
1012.5	22.5	0
1020	22.5	0
1027.5	22.5	0
1035	22.5	0
1042.5	22.5	0
1050	22.5	0
1057.5	22.5	0
1065	22.5	0
1072.5	22.5	0
1080	22.5	0
1087.5	22.5	0
1095	22.5	0
1102.5	22.5	0
1110	22.5	0
1117.5	22.5	0
1125	22.5	0
1132.5	22.5	0
1140	22.5	0
1147.5	22.5	0
1155	22.5	0
1162.5	22.5	0
1170	22.5	0
1177.5	22.5	0
1185	22.5	0
1192.5	22.5	0
1200	22.5	0
1207.5	22.5	0
1215	22.5	0
1222.5	22.5	0
1230	22.5	0
1237.5	22.5	0
1245	22.5	0
1252.5	22.5	0
1260	22.5	0
1267.5	22.5	0
1275	22.5	0
1282.5	22.5	0
1290	22.5	0
1297.5	22.5	0
1305	22.5	0
1312.5	22.5	0
1320	22.5	0
1327.5	22.5	0
1335	22.5	0
1342.5	22.5	0
1350	22.5	0
1357.5	22.5	0
1365	22.5	0
1372.5	22.5	0
1380	22.5	0
1387.5	22.5	0
1395	22.5	0
1402.5	22.5	0
1410	22.5	0
1417.5	22.5	0
1425	22.5	0
1432.5	22.5	0
1440	22.5	0
1447.5	22.5	0
1455	22.5	0
1462.5	22.5	0
1470	22.5	0
1477.5	22.5	0
1485	22.5	0
1492.5	22.5	0
1500	22.5	0
1507.5	22.5	0
1515	22.5	0
1522.5	22.5	0
1530	22.5	0
1537.5	22.5	0
1545	22.5	0
1552.5	22.5	0
1560	22.5	0
1567.5	22.5	0
1575	22.5	0
1582.5	22.5	0
1590	22.5	0
1597.5	22.5	0
1605	22.5	0
1612.5	22.5	0
1620	22.5	0
1627.5	22.5	0
1635	22.5	0
1642.5	22.5	0
1650	22.5	0
1657.5	22.5	0
1665	22.5	0
1672.5	22.5	0
1680	22.5	0
1687.5	22.5	0
1695	22.5	0
1702.5	22.5	0
1710	22.5	0
1717.5	22.5	0
1725	22.5	0
1732.5	22.5	0
1740	22.5	0
1747.5	22.5	0
1755	22.5	0
1762.5	22.5	0
1770	22.5	0
1777.5	22.5	0
1785	22.5	0
1792.5	22.5	0
1800	22.5	0
1807.5	22.5	0
1815	22.5	0
1822.5	22.5	0
1830	22.5	0
1837.5	22.5	0
1845	22.5	0
1852.5	22.5	0
1860	22.5	0
1867.5	22.5	0
1875	22.5	0
1882.5	22.5	0
1890	22.5	0
1897.5	22.5	0
1905	22.5	0
1912.5	22.5	0
1920	22.5	0
1927.5	22.5	0
1935	22.5	0
1942.5	22.5	0
1950	22.5	0
1957.5	22.5	0
1965	22.5	0
1972.5	22.5	0
1980	22.5	0
1987.5	22.5	0
1995	22.5	0
2002.5	22.5	0
0	30	0
7.5	30	0
15	30	0
22.5	30	0
30	30	0
37.5	30	0
45	30	0
52.5	30	0
60	30	0
67.5	30	0
75	30	0
82.5	30	0
90	30	0
97.5	30	0
105	30	0
112.5	30	0
120	30	0
127.5	30	0
135	30	0
142.5	30	0
150	30	0
157.5	30	0
165	30	0
172.5	30	0
180	30	0
187.5	30	0
195	30	0
202.5	30	0
210	30	0
217.5	30	0
225	30	0
232.5	30	0
240	30	0
247.5	30	0
255	30	0
262.5	30	0
270	30	0
277.5	30	0
285	30	0
292.5	30	0
300	30	0
307.5	30	0
315	30	0
322.5	30	0
330	30	0
337.5	30	0
345	30	0
352.5	30	0
360	30	0
367.5	30	0
375	30	0
382.5	30	0
390	30	0
397.5	30	0
405	30	0
412.5	30	0
420	30	0
427.5	30	0
435	30	0
442.5	30	0
450	30	0
457.5	30	0
465	30	0
472.5	30	0
480	30	0
487.5	30	0
495	30	0
502.5	30	0
510	30	0
517.5	30	0
525	30	0
532.5	30	0
540	30	0
547.5	30	0
555	30	0
562.5	30	0
570	30	0
577.5	30	0
585	30	0
592.5	30	0
600	30	0
607.5	30	0
615	30	0
622.5	30	0
630	30	0
637.5	30	0
645	30	0
652.5	30	0
660	30	0
667.5	30	0
675	30	0
682.5	30	0
690	30	0
697.5	30	0
705	30	0
712.5	30	0
720	30	0
727.5	30	0
735	30	0
742.5	30	0
750	30	0
757.5	30	0
765	30	0
772.5	30	0
780	30	0
787.5	30	0
795	30	0
802.5	30	0
810	30	0
817.5	30	0
825	30	0
832.5	30	0
840	30	0
847.5	30	0
855	30	0
862.5	30	0
870	30	0
877.5	30	0
885	30	0
892.5	30	0
900	30	0
907.5	30	0
915	30	0
922.5	30	0
930	30	0
937.5	30	0
945	30	0
952.5	30	0
960	30	0
967.5	30	0
975	30	0
982.5	30	0
990	30	0
997.5	30	0
1005	30	0
1012.5	30	0
1020	30	0
1027.5	30	0
1035	30	0
1042.5	30	0
1050	30	0
1057.5	30	0
1065	30	0
1072.5	30	0
1080	30	0
1087.5	30	0
1095	30	0
1102.5	30	0
1110	30	0
1117.5	30	0
1125	30	0
1132.5	30	0
1140	30	0
1147.5	30	0
1155	30	0
1162.5	30	0
1170	30	0
1177.5	30	0
1185	30	0
1192.5	30	0
1200	30	0
1207.5	30	0
1215	30	0
1222.5	30	0
1230	30	0
1237.5	30	0
1245	30	0
1252.5	30	0
1260	30	0
1267.5	30	0
1275	30	0
1282.5	30	0
1290	30	0
1297.5	30	0
1305	30	0
1312.5	30	0
1320	30	0
1327.5	30	0
1335	30	0
1342.5	30	0
1350	30	0
1357.5	30	0
1365	30	0
1372.5	30	0
1380	30	0
1387.5	30	0
1395	30	0
1402.5	30	0
1410	30	0
1417.5	30	0
1425	30	0
1432.5	30	0
1440	30	0
1447.5	30	0
1455	30	0
1462.5	30	0
1470	30	0
1477.5	30	0
1485	30	0
1492.5	30	0
1500	30	0
1507.5	30	0
1515	30	0
1522.5	30	0
1530	30	0
1537.5	30	0
1545	30	0
1552.5	30	0
1560	30	0
1567.5	30	0
1575	30	0
1582.5	30	0
1590	30	0
1597.5	30	0
1605	30	0
1612.5	30	0
1620	30	0
1627.5	30	0
1635	30	0
1642.5	30	0
1650	30	0
1657.5	30	0
1665	30	0
1672.5	30	0
1680	30	0
1687.5	30	0
1695	30	0
1702.5	30	0
1710	30	0
1717.5	30	0
1725	30	0
1732.5	30	0
1740	30	0
1747.5	30	0
1755	30	0
1762.5	30	0
1770	30	0
1777.5	30	0
1785	30	0
1792.5	30	0
1800	30	0
1807.5	30	0
1815	30	0
1822.5	30	0
1830	30	0
1837.5	30	0
1845	30	0
1852.5	30	0
1860	30	0
1867.5	30	0
1875	30	0
1882.5	30	0
1890	30	0
1897.5	30	0
1905	30	0
1912.5	30	0
1920	30	0
1927.5	30	0
1935	30	0
1942.5	30	0
1950	30	0
1957.5	30	0
1965	30	0
1972.5	30	0
1980	30	0
1987.5	30	0
1995	30	0
2002.5	30	0
0	37.5	0
7.5	37.5	0
15	37.5	0
22.5	37.5	0
30	37.5	0
37.5	37.5	0
45	37.5	0
52.5	37.5	0
60	37.5	0
67.5	37.5	0
75	37.5	0
82.5	37.5	0
90	37.5	0
97.5	37.5	0
105	37.5	0
112.5	37.5	0
120	37.5	0
127.5	37.5	0
135	37.5	0
142.5	37.5	0
150	37.5	0
157.5	37.5	0
165	37.5	0
172.5	37.5	0
180	37.5	0
187.5	37.5	0
195	37.5	0
202.5	37.5	0
210	37.5	0
217.5	37.5	0
225	37.5	0
232.5	37.5	0
240	37.5	0
247.5	37.5	0
255	37.5	0
262.5	37.5	0
270	37.5	0
277.5	37.5	0
285	37.5	0
292.5	37.5	0
300	37.5	0
307.5	37.5	0
315	37.5	0
322.5	37.5	0
330	37.5	0
337.5	37.5	0
345	37.5	0
352.5	37.5	0
360	37.5	0
367.5	37.5	0
375	37.5	0
382.5	37.5	0
390	37.5	0
397.5	37.5	0
405	37.5	0
412.5	37.5	0
420	37.5	0
427.5	37.5	0
435	37.5	0
442.5	37.5	0
450	37.5	0
457.5	37.5	0
465	37.5	0
472.5	37.5	0
480	37.5	0
487.5	37.5	0
495	37.5	0
502.5	37.5	0
510	37.5	0
517.5	37.5	0
525	37.5	0
532.5	37.5	0
540	37.5	0
547.5	37.5	0
555	37.5	0
562.5	37.5	0
570	37.5	0
577.5	37.5	0
585	37.5	0
592.5	37.5	0
600	37.5	0
607.5	37.5	0
615	37.5	0
622.5	37.5	0
630	37.5	0
637.5	37.5	0
645	37.5	0
652.5	37.5	0
660	37.5	0
667.5	37.5	0
675	37.5	0
682.5	37.5	0
690	37.5	0
697.5	37.5	0
705	37.5	0
712.5	37.5	0
720	37.5	0
727.5	37.5	0
735	37.5	0
742.5	37.5	0
750	37.5	0
757.5	37.5	0
765	37.5	0
772.5	37.5	0
780	37.5	0
787.5	37.5	0
795	37.5	0
802.5	37.5	0
810	37.5	0
817.5	37.5	0
825	37.5	0
832.5	37.5	0
840	37.5	0
847.5	37.5	0
855	37.5	0
862.5	37.5	0
870	37.5	0
877.5	37.5	0
885	37.5	0
892.5	37.5	0
900	37.5	0
907.5	37.5	0
915	37.5	0
922.5	37.5	0
930	37.5	0
937.5	37.5	0
945	37.5	0
952.5	37.5	0
960	37.5	0
967.5	37.5	0
975	37.5	0
982.5	37.5	0
990	37.5	0
997.5	37.5	0
1005	37.5	0
1012.5	37.5	0
1020	37.5	0
1027.5	37.5	0
1035	37.5	0
1042.5	37.5	0
1050	37.5	0
1057.5	37.5	0
1065	37.5	0
1072.5	37.5	0
1080	37.5	0
1087.5	37.5	0
1095	37.5	0
1102.5	37.5	0
1110	37.5	0
1117.5	37.5	0
1125	37.5	0
1132.5	37.5	0
1140	37.5	0
1147.5	37.5	0
1155	37.5	0
1162.5	37.5	0
1170	37.5	0
1177.5	37.5	0
1185	37.5	0
1192.5	37.5	0
1200	37.5	0
1207.5	37.5	0
1215	37.5	0
1222.5	37.5	0
1230	37.5	0
1237.5	37.5	0
1245	37.5	0
1252.5	37.5	0
1260	37.5	0
1267.5	37.5	0
1275	37.5	0
1282.5	37.5	0
1290	37.5	0
1297.5	37.5	0
1305	37.5	0
